9819429	The	n.The	l.Ull	False
9819429	fusion	hefusion	llllllll	False
9819429	gene	ongene	llllll	False
9819429	CBFB-MYH11	neCBFB-MYH11	llUUUU-UUUdd	False
9819429	is	11is	ddll	False
9819429	generated	isgenerated	lllllllllll	False
9819429	by	edby	llll	False
9819429	the	bythe	lllll	False
9819429	chromosome	hechromosome	llllllllllll	False
9819429	16	me16	lldd	False
9819429	inversion	16inversion	ddlllllllll	False
9819429	associated	onassociated	llllllllllll	False
9819429	with	edwith	llllll	False
9819429	acute	thacute	lllllll	False
9819429	myeloid	temyeloid	lllllllll	False
9819429	leukemias.	idleukemias.	lllllllllll.	False
9819429	This	s.This	l.Ulll	False
9819429	gene	isgene	llllll	False
9819429	encodes	neencodes	lllllllll	False
9819429	a	esa	lll	False
9819429	chimeric	achimeric	lllllllll	False
9819429	protein	icprotein	lllllllll	False
9819429	involving	ininvolving	lllllllllll	False
9819429	the	ngthe	lllll	False
9819429	core	hecore	llllll	False
9819429	binding	rebinding	lllllllll	False
9819429	factor	ngfactor	llllllll	False
9819429	beta	orbeta	llllll	False
9819429	(CBFbeta)	ta(CBFbeta)	ll(UUUllll)	True
9819429	and	a)and	l)lll	False
9819429	the	ndthe	lllll	False
9819429	smooth-muscle	hesmooth-muscle	llllllll-llllll	False
9819429	myosin	lemyosin	llllllll	False
9819429	heavy	inheavy	lllllll	False
9819429	chain	vychain	lllllll	False
9819429	(SMMHC).	in(SMMHC).	ll(UUUUU).	True
9819429	Mouse	).Mouse	).Ullll	False
9819429	model	semodel	lllllll	False
9819429	studies	elstudies	lllllllll	False
9819429	suggest	essuggest	lllllllll	False
9819429	that	stthat	llllll	False
9819429	this	atthis	llllll	False
9819429	chimeric	ischimeric	llllllllll	False
9819429	protein	icprotein	lllllllll	False
9819429	CBFbeta-SMMHC	inCBFbeta-SMMHC	llUUUllll-UUUUU	True
9819429	dominantly	HCdominantly	UUllllllllll	False
9819429	suppresses	lysuppresses	llllllllllll	False
9819429	the	esthe	lllll	False
9819429	function	hefunction	llllllllll	False
9819429	of	onof	llll	False
9819429	CBF,	ofCBF,	llUUU,	False
9819429	a	F,a	U,l	False
9819429	heterodimeric	aheterodimeric	llllllllllllll	False
9819429	transcription	ictranscription	lllllllllllllll	False
9819429	factor	onfactor	llllllll	False
9819429	composed	orcomposed	llllllllll	False
9819429	of	edof	llll	False
9819429	DNA	ofDNA	llUUU	False
9819429	binding	NAbinding	UUlllllll	False
9819429	subunits	ngsubunits	llllllllll	False
9819429	(CBFalpha1	ts(CBFalpha1	ll(UUUllllld	False
9819429	to	a1to	ldll	False
9819429	3)	to3)	lld)	False
9819429	and	3)and	d)lll	False
9819429	a	nda	lll	False
9819429	non-DNA	anon-DNA	llll-UUU	False
9819429	binding	NAbinding	UUlllllll	False
9819429	subunit	ngsubunit	lllllllll	False
9819429	(CBFbeta).	it(CBFbeta).	ll(UUUllll).	True
9819429	This	).This	).Ulll	False
9819429	dominant	isdominant	llllllllll	False
9819429	suppression	ntsuppression	lllllllllllll	False
9819429	results	onresults	lllllllll	False
9819429	in	tsin	llll	False
9819429	the	inthe	lllll	False
9819429	blockage	heblockage	llllllllll	False
9819429	of	geof	llll	False
9819429	hematopoiesis	ofhematopoiesis	lllllllllllllll	False
9819429	in	isin	llll	False
9819429	mice	inmice	llllll	False
9819429	and	ceand	lllll	False
9819429	presumably	ndpresumably	llllllllllll	False
9819429	contributes	lycontributes	lllllllllllll	False
9819429	to	esto	llll	False
9819429	leukemogenesis.	toleukemogenesis.	llllllllllllllll.	False
9819429	We	s.We	l.Ul	False
9819429	used	Weused	Ulllll	False
9819429	transient-transfection	edtransient-transfection	lllllllllll-llllllllllll	False
9819429	assays,	onassays,	llllllll,	False
9819429	in	s,in	l,ll	False
9819429	combination	incombination	lllllllllllll	False
9819429	with	onwith	llllll	False
9819429	immunofluorescence	thimmunofluorescence	llllllllllllllllllll	False
9819429	and	ceand	lllll	False
9819429	green	ndgreen	lllllll	False
9819429	fluorescent	enfluorescent	lllllllllllll	False
9819429	protein-tagged	ntprotein-tagged	lllllllll-llllll	False
9819429	proteins,	edproteins,	llllllllll,	False
9819429	to	s,to	l,ll	False
9819429	monitor	tomonitor	lllllllll	False
9819429	subcellular	orsubcellular	lllllllllllll	False
9819429	localization	arlocalization	llllllllllllll	False
9819429	of	onof	llll	False
9819429	CBFbeta-SMMHC,	ofCBFbeta-SMMHC,	llUUUllll-UUUUU,	True
9819429	CBFbeta,	C,CBFbeta,	U,UUUllll,	True
9819429	and	a,and	l,lll	False
9819429	CBFalpha2	ndCBFalpha2	llUUUllllld	False
9819429	(also	a2(also	ld(llll	False
9819429	known	soknown	lllllll	False
9819429	as	wnas	llll	False
9819429	AML1	asAML1	llUUUd	False
9819429	or	L1or	Udll	False
9819429	PEBP2alphaB).	orPEBP2alphaB).	llUUUUdlllllU).	False
9819429	When	).When	).Ulll	False
9819429	expressed	enexpressed	lllllllllll	False
9819429	individually,	edindividually,	llllllllllllll,	False
9819429	CBFalpha2	y,CBFalpha2	l,UUUllllld	False
9819429	was	a2was	ldlll	False
9819429	located	aslocated	lllllllll	False
9819429	in	edin	llll	False
9819429	the	inthe	lllll	False
9819429	nuclei	henuclei	llllllll	False
9819429	of	eiof	llll	False
9819429	transfected	oftransfected	lllllllllllll	False
9819429	cells,	edcells,	lllllll,	False
9819429	whereas	s,whereas	l,lllllll	False
9819429	CBFbeta	asCBFbeta	llUUUllll	True
9819429	was	tawas	lllll	False
9819429	distributed	asdistributed	lllllllllllll	False
9819429	throughout	edthroughout	llllllllllll	False
9819429	the	utthe	lllll	False
9819429	cell.	hecell.	llllll.	False
9819429	On	l.On	l.Ul	False
9819429	the	Onthe	Ullll	False
9819429	other	heother	lllllll	False
9819429	hand,	erhand,	llllll,	False
9819429	CBFbeta-SMMHC	d,CBFbeta-SMMHC	l,UUUllll-UUUUU	True
9819429	formed	HCformed	UUllllll	False
9819429	filament-like	edfilament-like	llllllllll-llll	False
9819429	structures	kestructures	llllllllllll	False
9819429	that	esthat	llllll	False
9819429	colocalized	atcolocalized	lllllllllllll	False
9819429	with	edwith	llllll	False
9819429	actin	thactin	lllllll	False
9819429	filaments.	infilaments.	lllllllllll.	False
9819429	Upon	s.Upon	l.Ulll	False
9819429	cotransfection,	oncotransfection,	llllllllllllllll,	False
9819429	CBFalpha2	n,CBFalpha2	l,UUUllllld	False
9819429	was	a2was	ldlll	False
9819429	able	asable	llllll	False
9819429	to	leto	llll	False
9819429	drive	todrive	lllllll	False
9819429	localization	velocalization	llllllllllllll	False
9819429	of	onof	llll	False
9819429	CBFbeta	ofCBFbeta	llUUUllll	True
9819429	into	tainto	llllll	False
9819429	the	tothe	lllll	False
9819429	nucleus	henucleus	lllllllll	False
9819429	in	usin	llll	False
9819429	a	ina	lll	False
9819429	dose-dependent	adose-dependent	lllll-lllllllll	False
9819429	manner.	ntmanner.	llllllll.	False
9819429	In	r.In	l.Ul	False
9819429	contrast,	Incontrast,	Ulllllllll,	False
9819429	CBFalpha2	t,CBFalpha2	l,UUUllllld	False
9819429	colocalized	a2colocalized	ldlllllllllll	False
9819429	with	edwith	llllll	False
9819429	CBFbeta-SMMHC	thCBFbeta-SMMHC	llUUUllll-UUUUU	True
9819429	along	HCalong	UUlllll	False
9819429	the	ngthe	lllll	False
9819429	filaments	hefilaments	lllllllllll	False
9819429	instead	tsinstead	lllllllll	False
9819429	of	adof	llll	False
9819429	localizing	oflocalizing	llllllllllll	False
9819429	to	ngto	llll	False
9819429	the	tothe	lllll	False
9819429	nucleus.	henucleus.	lllllllll.	False
9819429	Deletion	s.Deletion	l.Ulllllll	False
9819429	of	onof	llll	False
9819429	the	ofthe	lllll	False
9819429	CBFalpha-interacting	heCBFalpha-interacting	llUUUlllll-lllllllllll	False
9819429	domain	ngdomain	llllllll	False
9819429	within	inwithin	llllllll	False
9819429	CBFbeta-SMMHC	inCBFbeta-SMMHC	llUUUllll-UUUUU	True
9819429	abolished	HCabolished	UUlllllllll	False
9819429	this	edthis	llllll	False
9819429	CBFalpha2	isCBFalpha2	llUUUllllld	False
9819429	sequestration,	a2sequestration,	ldlllllllllllll,	False
9819429	whereas	n,whereas	l,lllllll	False
9819429	truncation	astruncation	llllllllllll	False
9819429	of	onof	llll	False
9819429	the	ofthe	lllll	False
9819429	C-terminal-end	heC-terminal-end	llU-llllllll-lll	False
9819429	SMMHC	ndSMMHC	llUUUUU	True
9819429	domain	HCdomain	UUllllll	False
9819429	led	inled	lllll	False
9819429	to	edto	llll	False
9819429	nuclear	tonuclear	lllllllll	False
9819429	localization	arlocalization	llllllllllllll	False
9819429	of	onof	llll	False
9819429	CBFbeta-SMMHC	ofCBFbeta-SMMHC	llUUUllll-UUUUU	True
9819429	when	HCwhen	UUllll	False
9819429	coexpressed	encoexpressed	lllllllllllll	False
9819429	with	edwith	llllll	False
9819429	CBFalpha2.	thCBFalpha2.	llUUUllllld.	False
9819429	CBFalpha2	2.CBFalpha2	d.UUUllllld	False
9819429	sequestration	a2sequestration	ldlllllllllllll	False
9819429	by	onby	llll	False
9819429	CBFbeta-SMMHC	byCBFbeta-SMMHC	llUUUllll-UUUUU	True
9819429	was	HCwas	UUlll	False
9819429	further	asfurther	lllllllll	False
9819429	confirmed	erconfirmed	lllllllllll	False
9819429	in	edin	llll	False
9819429	vivo	invivo	llllll	False
9819429	in	voin	llll	False
9819429	a	ina	lll	False
9819429	knock-in	aknock-in	llllll-ll	False
9819429	mouse	inmouse	lllllll	False
9819429	model.	semodel.	lllllll.	False
9819429	These	l.These	l.Ullll	False
9819429	observations	seobservations	llllllllllllll	False
9819429	suggest	nssuggest	lllllllll	False
9819429	that	stthat	llllll	False
9819429	CBFbeta-SMMHC	atCBFbeta-SMMHC	llUUUllll-UUUUU	True
9819429	plays	HCplays	UUlllll	False
9819429	a	ysa	lll	False
9819429	dominant	adominant	lllllllll	False
9819429	negative	ntnegative	llllllllll	False
9819429	role	verole	llllll	False
9819429	by	leby	llll	False
9819429	sequestering	bysequestering	llllllllllllll	False
9819429	CBFalpha2	ngCBFalpha2	llUUUllllld	False
9819429	into	a2into	ldllll	False
9819429	cytoskeletal	tocytoskeletal	llllllllllllll	False
9819429	filaments	alfilaments	lllllllllll	False
9819429	and	tsand	lllll	False
9819429	aggregates,	ndaggregates,	llllllllllll,	False
9819429	thereby	s,thereby	l,lllllll	False
9819429	disrupting	bydisrupting	llllllllllll	False
9819429	CBFalpha2-mediated	ngCBFalpha2-mediated	llUUUllllld-llllllll	False
9819429	regulation	edregulation	llllllllllll	False
9819429	of	onof	llll	False
9819429	gene	ofgene	llllll	False
9819429	expression.	neexpression.	llllllllllll.	False
9881967	Differentiating	s.Differentiating	l.Ullllllllllllll	False
9881967	cells	ngcells	lllllll	False
9881967	undergo	lsundergo	lllllllll	False
9881967	programmed	goprogrammed	llllllllllll	False
9881967	alterations	edalterations	lllllllllllll	False
9881967	in	nsin	llll	False
9881967	their	intheir	lllllll	False
